block,count
7068A,106
7068 ,1
7067 ,32
7066 ,36
7065 ,39
7059 ,17
7058 ,1
7057A,44
7057 ,38
7056A,70
7056 ,37
7055 ,20
7027H,42
7027G,48
7027F,54
7027E,8
7027D,90
7027C,44
7027B,34
7027A,28
7027 ,13
7006 ,6
7005 ,35
7004 ,10
7003 ,2
7002 ,2
7001 ,38
7000 ,18
6999B,8
6999 ,1
6997 ,9
6995 ,3
7053B,24
7053A,24
7053 ,1
7043 ,1
7042 ,1
7041 ,13
7040 ,35
7039 ,5
7037B,8
7037A,18
7037 ,16
7027L,66
7027K,56
7027J,30
7027I,8
6994 ,68
6993 ,43
6992 ,37
6991 ,26
6990 ,8
6987 ,52
6986 ,32
6984 ,31
6980 ,12
6978 ,16
6977 ,5
6925 ,20
6923 ,9
6922 ,5
6921 ,9
6920 ,10
6919 ,9
6918 ,11
6917A,12
6916 ,15
6915 ,5
7200 ,88
7196 ,37
7195 ,3
7192 ,29
7191 ,49
7190 ,53
7189 ,11
7188 ,11
7187 ,30
7186 ,17
7185 ,27
7184A,58
7184 ,37
6874A,20
6874 ,5
6871C,6
6871B,4
6871 ,10
6855 ,75
6850 ,27
6840 ,2
6830 ,12
6828 ,2
7165A,160
7165 ,21
7162 ,1
7143 ,23
7142 ,1
7141 ,6
7140 ,1
7139A,72
7139 ,72
7138 ,96
7137 ,16
7136 ,63
7135 ,58
6826 ,152
6825 ,71
7129 ,30
7128 ,22
7127 ,5
7126 ,8
7124 ,2
7123 ,18
7122 ,16
7121 ,18
7120 ,3
7119 ,66
7118 ,36
7117 ,17
7116 ,54
7111 ,10
7110 ,16
7109 ,16
7108 ,16
7107 ,20
7106 ,29
6820 ,15
6813 ,59
6812 ,42
6811 ,20
6810 ,6
6809 ,3
6808 ,8
6807 ,7
6806 ,12
6805 ,19
7098 ,28
7097 ,29
7096 ,59
7095C,70
7095A,308
7095 ,87
7471 ,29
7470S,150
7470R,76
7470P,120
7470G,274
7470F,30
7470E,116
7470D,134
7470C,44
7470B,112
7470A,260
7447 ,24
7446 ,67
7445 ,116
7443A,16
7443 ,17
7441A,66
7441 ,31
7439A,32
7439 ,12
7437A,60
7437 ,25
7435A,6
7435 ,3
7427 ,16
7090 ,45
7089 ,24
7088 ,30
7087 ,38
7086 ,36
7085 ,23
7373 ,6
7370 ,2
7369 ,6
7368 ,6
7366 ,3
7364 ,31
7363 ,41
7362 ,37
7361 ,25
7360 ,20
7350 ,2
7335G,36
7335F,6
7335E,12
7335D,18
7335B,12
7335A,37
7323D,2
7323C,14
7323B,4
7323 ,2
7300 ,14
7274A,4
7274 ,46
7273 ,13
7272 ,14
7271 ,43
7084 ,44
7083 ,70
7082 ,5
7081 ,31
7080 ,23
7077 ,61
7654F,32
7654E,98
7654D,92
7654C,88
7654B,46
7654A,430
7263 ,41
7262 ,34
7261 ,35
7260 ,47
7653B,102
7653A,30
7653 ,47
7652 ,1
7651 ,19
7650C,184
7649A,104
7649 ,27
7647 ,6
7646 ,71
7645 ,40
7259 ,79
7258 ,48
7257 ,118
7245D,4
7245C,64
7643 ,101
7628 ,24
7625 ,49
7624 ,30
7623 ,13
7622 ,1
7621 ,6
7620 ,65
7619 ,37
7618 ,30
7617 ,57
7616 ,43
7612J,168
7612G,10
7612F,4
7612E,48
7612D,18
7612C,60
7612A,14
7612 ,11
7611 ,4
7610 ,16
7567A,32
7567 ,35
7566 ,16
7531 ,11
7530 ,25
7526 ,37
7525 ,9
7522 ,8
7521 ,4
7519 ,6
7518 ,1
7517 ,2
7516 ,5
7515 ,3
7511A,32
7900 ,81
7898 ,15
7897 ,23
7892E,28
7892D,38
7892C,16
7892A,6
7892 ,15
7887B,20
7887 ,1
7885 ,19
7883 ,8
7882 ,10
7881 ,5
7880 ,9
7878A,18
7876A,16
7876 ,11
7874A,60
7874 ,16
7872A,34
7872 ,1
7868B,88
7866 ,10
7865 ,25
7863 ,148
7245 ,78
7231 ,156
7230 ,12
7841L,164
7841K,180
7841J,94
7841H,232
7841G,24
7841C,86
7841B,98
7841A,198
7840 ,35
7839 ,9
7838 ,30
7837 ,13
7836 ,10
7835 ,22
7834 ,17
7822 ,17
7805F,6
7805E,48
7805D,46
7805C,2
7805B,60
7805A,54
7805 ,20
7804 ,27
7803 ,39
7802 ,16
7801 ,32
7492C,832
7492B,56
7492A,22
7492 ,10
7491 ,25
7490 ,19
7489 ,17
7483 ,38
7482 ,8
7481C,44
8102L,96
8102K,100
8102J,92
8102I,130
7772 ,168
7765 ,9
7763 ,13
7762 ,17
8127A,252
8127 ,14
8125A,16
8125 ,23
8124 ,13
8102N,138
8102M,72
7761 ,29
7759A,28
7759 ,12
7758 ,13
7757 ,15
7756 ,16
7755 ,227
8038 ,17
8037 ,23
8036 ,22
8035 ,39
8034 ,30
8033 ,19
8091 ,281
7229 ,63
7228 ,61
7227 ,14
7226 ,29
7225 ,45
7703K,26
7703J,12
7703I,4
7703H,10
7703E,14
7703D,44
7703C,14
7703B,58
7703A,12
7703 ,16
7702 ,2
7698 ,8
7696 ,9
7695 ,10
8262A,30
8262 ,27
8257B,82
8257A,54
8257 ,22
8255 ,38
8254 ,24
8028B,106
8028A,20
8028 ,25
8026 ,25
8025 ,14
8024 ,17
8023A,36
8023 ,50
8021 ,43
8019 ,17
8018 ,21
8017A,26
8017 ,23
7993E,4
7993D,138
8223 ,7
8222 ,24
8221 ,14
8220 ,19
8219 ,20
8218B,20
8218A,34
8218 ,11
8212A,128
8434F,64
8434E,6
8434D,48
8434C,28
8434B,2
8434A,26
8434 ,2
8429 ,9
8424B,24
8424A,32
8424 ,6
8422 ,27
8421 ,19
7654H,385
7654G,674
8323 ,17
8322 ,18
8321 ,12
8320 ,12
8319 ,11
8318 ,12
8317 ,8
8316 ,26
8315 ,12
8314 ,12
8313 ,23
8312 ,24
8393P,2
8393O,4
8393N,162
8393M,16
8393L,12
8393K,26
8270 ,33
8268 ,44
8267 ,26
8266 ,34
8265 ,21
8264 ,31
8262B,52
8146 ,77
8145 ,98
7993A,686
7993 ,17
7992 ,1
7991 ,21
7988 ,20
8238 ,35
8237 ,22
8235 ,29
8234 ,23
8231 ,13
8230 ,22
8229 ,19
8227A,14
8227 ,12
8225 ,19
8223A,26
7476 ,54
7475 ,19
7474 ,48
7473 ,73
7472 ,33
8190 ,134
8188 ,40
8187 ,13
8186 ,21
8185 ,13
8182 ,6
8181 ,6
8149 ,68
8311 ,30
8310 ,26
8309 ,23
8308 ,19
8307 ,21
8306 ,21
8305 ,22
8303A,24
8303 ,13
8302 ,15
8301 ,14
7957 ,11
7955B,116
7955A,52
7955 ,12
7952 ,15
7900H,2
7900G,10
7900F,116
7900E,354
7900D,164
8140 ,64
8139M,4
8139L,134
8139K,44
8139J,62
8139H,26
8139G,2
8139F,416
8420 ,20
8419 ,30
8415A,8
8415 ,76
5931 ,73
5930 ,68
5929 ,79
5928 ,63
6804 ,18
6799 ,28
6798 ,22
6796 ,32
6795 ,6
6794 ,6
6771D,34
6771C,94
6770 ,78
6766A,16
6766 ,26
6765 ,33
6764 ,37
6763 ,37
6759 ,155
6750G,22
6750F,14
6750E,30
6750D,16
6750B,30
6750A,30
6750 ,44
6749 ,25
6748 ,5
6745 ,31
6744 ,32
6743 ,37
6742 ,43
6741 ,23
6740 ,47
6739 ,42
6738 ,27
6735 ,55
6732 ,125
6731 ,12
6730 ,30
6729 ,35
6728 ,5
6727 ,31
6726 ,24
6190 ,855
6172 ,700
6171 ,1
5953E,94
5953D,28
5953C,40
5953B,28
5953A,126
5951 ,16
5950 ,12
5947 ,13
5946 ,20
5945 ,5
5944 ,18
5942 ,57
5940 ,2
5939 ,20
5938 ,19
5937 ,72
5936A,84
5936 ,46
5935 ,17
5934A,142
5934 ,53
5933 ,88
5927 ,71
5926 ,51
5924 ,29
5923 ,44
5922 ,1
5921 ,88
5920 ,90
5919 ,76
5918 ,63
5917 ,38
5916 ,45
5915 ,64
5913 ,48
5912B,96
5912A,52
5912 ,17
5911B,84
5911A,52
5911 ,24
5910B,76
5910A,32
5910 ,14
5909 ,86
5908 ,55
5907 ,53
5906 ,79
5902A,22
5902 ,56
5898H,294
5898G,28
5898F,40
5898E,66
5898D,34
5898C,110
5898B,50
5898A,28
5898 ,31
5897A,28
5897 ,16
5896A,44
5896 ,19
5895A,46
5895 ,25
5894 ,1
5893 ,35
5892 ,19
5891 ,12
5890 ,8
5889 ,37
5887 ,13
5886 ,17
5883A,124
5883 ,16
5872 ,24
5864O,324
5864N,78
5864M,62
5864L,72
5864K,60
5864J,48
5864I,80
5864H,120
5864G,42
5864F,56
5864E,46
5864D,92
5864C,48
5864 ,80
5862A,60
5858A,112
5858 ,22
5854C,42
5854B,40
5854A,34
5854 ,20
5853 ,24
5852 ,20
5851 ,19
5850 ,24
5849 ,27
5845C,90
5845B,34
5845A,44
5845 ,14
5844 ,18
5843 ,27
5842 ,35
5841 ,39
5832E,98
5832D,241
5832C,196
5832B,116
5832A,34
5832 ,22
5831 ,9
5830 ,7
5827 ,42
5826 ,46
5818A,240
5818 ,61
5817 ,15
5816 ,14
5815 ,14
5812B,82
5812A,22
5812 ,13
5811A,64
5811 ,64
5810 ,70
5809 ,54
5804 ,124
5798 ,97
5797A,34
5797 ,67
5796A,26
5796 ,15
5795 ,26
5794 ,14
5792 ,18
5791 ,20
5789 ,6
5788 ,11
5786C,114
5786B,132
5786A,76
5783 ,89
5782 ,34
5781 ,28
5780 ,23
5779 ,22
5774D,38
5774C,52
5774B,42
5774A,88
5774 ,39
5773 ,32
5772 ,9
5770 ,10
5767B,22
5767A,36
5767 ,29
5766 ,50
5765 ,55
5764A,62
5764 ,28
5763 ,45
5762 ,30
5761 ,22
5760 ,43
5759 ,20
5750A,468
5750 ,74
5749 ,33
5748 ,24
5747 ,13
5746 ,10
5745A,40
5745 ,27
5744B,72
5744A,30
5744 ,17
5733E,80
5733D,348
5733C,80
5733B,52
5733A,44
5733 ,22
5732 ,35
5731 ,38
5730 ,35
5729 ,22
5728 ,6
5727 ,22
5724 ,122
5723 ,21
5722 ,27
5721 ,22
5720 ,11
5719 ,36
5717 ,38
5716 ,9
5715 ,14
5714 ,13
5713 ,39
5711A,24
5711 ,33
5710 ,33
5709 ,18
5708 ,19
5707 ,18
5706 ,11
5705 ,9
5704 ,23
5695F,444
5695E,98
5695D,124
5695A,62
5695 ,32
5691 ,72
5690 ,94
5689 ,35
5688 ,21
5687 ,19
5686 ,17
5685 ,14
5684 ,8
5683 ,16
5682 ,52
5681 ,37
5680 ,29
5679 ,28
5674D,32
5674C,54
5674B,70
5674A,80
5674 ,44
5668G,236
5668F,42
5668D,86
5668C,50
5668B,64
5668A,98
5668 ,34
5664 ,32
5662 ,25
5661 ,23
5660 ,17
5659 ,56
5658 ,35
5656 ,35
5650 ,37
5649 ,19
5646 ,28
5643 ,32
5642 ,30
5641 ,16
5638 ,24
5637 ,19
5636 ,12
5635 ,4
5634A,34
5634 ,17
5632 ,18
5631 ,20
5630 ,21
5629 ,19
5628 ,23
5627 ,55
5625 ,18
5624 ,16
5623 ,22
5622 ,30
5621 ,16
5620 ,14
5619 ,15
5618 ,20
5617 ,18
5616 ,21
5615 ,74
5614 ,56
5613 ,49
5612A,58
5612 ,38
5610 ,117
5609A,16
5609 ,43
5603K,134
5603J,48
5603H,238
5603G,106
5603F,66
5603E,32
5603D,16
5603C,18
5603B,48
5603A,38
5603 ,27
5596 ,14
5595 ,13
5594 ,14
5591 ,15
5590 ,14
5589 ,12
5588 ,11
5586 ,12
5585 ,13
5584 ,12
5583 ,12
5582 ,6
5581 ,16
5580 ,8
5579 ,12
5578 ,15
5576 ,11
5575 ,13
5570G,38
5570F,36
5570E,50
5570D,40
5570C,134
5570B,100
5570A,34
5570 ,6
5559 ,237
5555 ,407
5552 ,29
5551 ,94
5548 ,29
5547 ,59
5546 ,25
5545 ,71
5542 ,67
5541 ,32
5540 ,28
5539 ,17
5538 ,27
5534 ,43
5514A,118
5514 ,12
5506C,69
5506B,62
5506A,66
5498A,248
5498 ,60
5497 ,34
5496 ,7
5495 ,39
5494 ,47
5493 ,56
5492 ,70
5490A,36
5490 ,20
5489 ,52
5488A,86
5488 ,33
5482E,78
5482D,80
5482C,82
5482B,80
5482A,84
5482 ,42
5481 ,24
5480 ,28
5479 ,22
5478 ,14
5477 ,28
5476 ,32
5475 ,237
5470A,44
5470 ,37
5469 ,5
5468 ,24
5467 ,30
5466 ,32
5465 ,16
5463 ,27
5461 ,40
5460A,128
5460 ,123
5452A,68
5452 ,13
5451A,32
5451 ,25
5448A,34
5448 ,21
5447 ,16
5445 ,19
5445A,46
5446 ,21
5444 ,18
5441 ,1
5440 ,8
5435 ,31
5434 ,45
5433 ,32
5432 ,35
5431 ,11
5429 ,22
5427 ,21
5426 ,35
5424 ,34
5423 ,35
5422 ,32
5421 ,20
5420 ,17
5419 ,19
5418C,40
5418B,32
5418A,68
5418 ,37
5417A,62
5417 ,39
5416A,94
5416 ,34
5415 ,61
5414 ,62
5413 ,23
5412B,74
5412A,50
5412 ,17
5411B,22
5411A,34
5411 ,14
5410A,60
5410 ,15
5409A,24
5409 ,11
5408D,44
5408C,32
5408B,32
5408A,30
5408 ,6
5407 ,11
5406 ,22
5405 ,63
5404 ,12
5403 ,22
5402 ,31
5400B,28
5400A,48
5399 ,20
5398 ,14
5396A,132
5396 ,23
5395 ,18
5394 ,20
5393 ,44
5391A,74
5391 ,25
5390 ,32
5389 ,17
5387 ,982
5386 ,26
5385A,84
5385 ,20
5384B,70
5384A,106
5384 ,27
5383 ,27
5382 ,21
5370H,50
5370G,42
5370F,32
5370E,16
5370D,20
5370C,62
5370B,70
5370A,270
5370 ,22
5369 ,26
5368 ,18
5367A,32
5367 ,16
5366A,48
5366 ,78
5365 ,16
5364 ,19
5363 ,26
5362 ,32
5361A,46
5361 ,28
5360 ,14
5359 ,30
5357A,22
5357 ,16
5356 ,7
5355 ,13
5354 ,13
5353 ,13
5352 ,13
5351 ,17
5349 ,23
5348 ,32
5347 ,36
5346 ,35
5345 ,15
5344 ,10
5343 ,18
5342 ,23
5341 ,55
5340 ,11
5339 ,26
5338 ,17
5337 ,16
5335 ,7
5334 ,21
5333 ,36
5326 ,34
5325B,58
5325 ,129
5288K,22
5288J,22
5288F,6
5288E,24
5288D,472
5288C,78
5288B,14
5288A,292
5288 ,173
5267O,1678
5267J,650
5267I,246
5267H,222
5267G,202
5267F,168
5267E,188
5267D,152
5267C,98
5267B,114
5267A,156
5267 ,49
5266 ,150
5263 ,110
5261 ,89
5260 ,36
5256 ,11
5247 ,2
5237B,730
5237A,132
5237 ,674
5217 ,52
5216A,50
5216 ,121
5215 ,25
5214A,34
5214 ,37
5213 ,60
5212B,82
5212A,95
5212 ,53
5211 ,53
5210J,22
5210H,300
5210G,214
5210F,210
5210E,316
5210D,658
5210C,348
5210B,194
5210A,500
5210 ,3
5208 ,9
5207 ,11
5206 ,6
5205 ,24
5204 ,42
5203A,62
5203 ,14
5202 ,19
5200 ,150
5198 ,73
5192 ,29
5191 ,23
5190 ,39
5188 ,24
5183C,102
5183B,108
5183 ,130
5182 ,38
5181 ,37
5180A,166
5180 ,69
5179 ,22
5178 ,24
5177 ,23
5173B,60
5173A,40
5173 ,134
5172 ,21
5171 ,22
5170 ,22
5165D,134
5165C,76
5165B,98
5165A,56
5165 ,132
5164 ,24
5163 ,29
5162 ,23
5158A,318
5158 ,70
5152A,90
5152 ,38
5151 ,15
5150 ,31
5149 ,37
5148B,50
5148A,132
5148 ,22
5147 ,13
5146 ,19
5142 ,101
5141 ,111
5140P,10
5140O,2
5140N,78
5140M,200
5140K,2
5140J,52
5140H,48
5140G,110
5140F,134
5140E,88
5140D,132
5140C,206
5140B,118
5140A,168
5140 ,1
5138A,1856
5138 ,107
5137M,48
5137K,332
5137J,122
5137F,320
5137E,348
5137B,24
5137 ,19
5136A,76
5136 ,48
5135 ,9
5134 ,23
5133 ,24
5132 ,15
5131A,98
5131 ,13
5130 ,18
5129A,334
5129 ,32
5128 ,96
5127 ,11
5126 ,56
5125 ,23
5124 ,23
5123A,24
5123 ,10
5122 ,47
5121 ,24
5099A,22
5099 ,20
5093C,46
5093B,146
5093A,68
5093 ,73
5090A,126
5090 ,45
5089A,56
5089 ,32
5088A,30
5088 ,28
5086B,48
5086A,20
5086 ,36
5084 ,20
5083 ,17
5082 ,15
5081 ,20
5080 ,47
5076C,60
5076B,20
5076A,14
5076 ,4
5075 ,8
5074 ,16
5073 ,13
5072 ,12
5071A,20
5071 ,12
5070A,74
5070 ,22
5069C,38
5069B,18
5069A,8
5069 ,33
5053K,14
5053J,18
5053I,6
5053H,48
5053G,50
5053F,156
5053E,70
5053D,92
5053C,16
5053B,24
5053A,78
5053 ,64
5050A,92
5050 ,22
5029 ,205
5028 ,196
5027 ,21
5026C,92
5026A,76
5026 ,22
5024A,42
5024 ,26
5022 ,35
5021 ,58
5020 ,22
5019 ,13
5018 ,18
5017 ,35
5016 ,21
5015 ,23
5014D,8
5014C,14
5014B,40
5014A,22
5014 ,25
5012 ,17
5011 ,26
5010 ,48
5009 ,19
5008 ,22
5007 ,23
5006 ,18
5005 ,25
5004 ,34
5003 ,31
5002 ,18
5001 ,13
5000 ,19
4999 ,26
4992A,74
4992 ,23
4991 ,28
4989 ,23
4983G,74
4983F,58
4983E,70
4983D,4
4983C,26
4983B,92
4983A,32
4983 ,46
4979 ,112
4976 ,55
4975 ,53
4973 ,29
4972 ,13
4971 ,16
4970A,52
4970 ,8
4965H,26
4965G,58
4965F,36
4965E,20
4965D,40
4965C,52
4965B,32
4965A,22
4965 ,14
4964 ,15
4963 ,9
4962 ,10
4960A,472
4960 ,18
4953 ,31
4952 ,30
4949 ,8
4948C,80
4948B,8
4948A,8
4948 ,6
4947 ,79
4946 ,62
4945 ,17
4944 ,14
4943 ,17
4942 ,13
4941 ,16
4940 ,17
4939 ,17
4938 ,17
4937 ,17
4936 ,19
4935 ,8
4934 ,3
4933 ,11
4932 ,16
4931 ,9
4930 ,16
4929 ,12
4928 ,17
4927 ,15
4926 ,10
4925B,18
4925A,30
4925 ,12
4924A,42
4924 ,19
4923 ,19
4922 ,20
4921 ,30
4920 ,27
4919 ,8
4918 ,11
4917 ,68
4916D,74
4916C,112
4916 ,33
4915 ,14
4914 ,14
4913 ,15
4912 ,89
4911A,46
4911 ,14
4909A,28
4909 ,7
4908 ,234
4907 ,15
4906 ,23
4900 ,21
4899 ,14
4898 ,15
4897 ,10
4896 ,42
4895 ,18
4894 ,8
4893 ,50
4892 ,63
4891 ,20
4890A,48
4890 ,27
4868 ,3
4867 ,16
4854 ,44
4843L,36
4843K,101
4843J,58
4843I,36
4843H,42
4843G,26
4843F,28
4843E,72
4843D,56
4843C,24
4843B,38
4843A,32
4843 ,17
4836 ,15
4820F,196
4820E,90
4820D,76
4820C,34
4820B,188
4820A,50
4820 ,24
4813B,206
4812 ,82
4811 ,78
4810 ,24
4809 ,5
4808 ,23
4807 ,1
4806 ,28
4804B,156
4804A,72
4804 ,36
4803 ,9
4802 ,12
4801 ,21
4798 ,125
4797 ,33
4793 ,46
4792 ,27
4791 ,42
4790A,148
4790 ,128
4778G,48
4778F,2
4778E,1620
4778D,244
4778C,16
4778B,98
4778 ,32
4760 ,5
4759 ,257
4758 ,5
4757 ,3
4756B,218
4756A,10
4756 ,5
4747F,66
4747E,60
4747D,60
4747C,54
4747B,134
4747A,138
4747 ,139
4744A,42
4744 ,108
4742 ,35
4736C,156
4736 ,13
4733 ,1
4732 ,4
4724 ,13
4706E,50
4706C,32
4706B,28
4706A,14
4706 ,19
4705 ,9
4704 ,22
4703 ,12
4702 ,12
4701 ,24
4700A,42
4700 ,4
4699 ,8
4698 ,10
4697 ,7
4696 ,37
4695 ,20
4694 ,21
4691 ,50
4690 ,26
4688 ,27
4685 ,41
4684 ,30
4675F,104
4675E,42
4675D,50
4675C,38
4675B,50
4675A,28
4675 ,18
4673A,104
4673 ,52
4667 ,32
4660C,112
4660 ,8
4656B,16
4656A,4
4656 ,10
4652V,2
4652M,20
4652L,22
4652K,54
4652J,4
4652I,44
4652H,28
4652G,4
4652F,50
4652E,76
4652D,184
4652C,260
4652B,156
4652A,42
4652 ,2
4629 ,29
4626A,260
4626 ,29
4624 ,53
4623 ,66
4622 ,62
4621 ,49
4620 ,119
4616 ,139
4615 ,35
4614 ,32
4613 ,53
4612 ,31
4609 ,95
4608 ,76
4607 ,55
4606 ,57
4605A,194
4605 ,57
4604A,86
4604 ,35
4603 ,40
4602 ,89
4601 ,21
4600 ,42
4596 ,49
4595A,94
4595 ,52
4594 ,46
4593 ,53
4592 ,39
4591 ,12
4590 ,43
4589 ,36
4588 ,33
4587 ,83
4586 ,48
4585 ,22
4584 ,23
4583 ,25
4582 ,19
4581 ,61
4580 ,38
4579 ,37
4578 ,36
4577B,78
4577A,78
4577 ,43
4576 ,45
4575 ,38
4574 ,58
4573 ,49
4572 ,52
4571 ,7
4570 ,13
4556 ,3
4555 ,10
4554 ,6
4553 ,33
4552 ,136
4551 ,21
4550 ,45
4544D,86
4544C,108
4544B,58
4544A,64
4544 ,21
4543B,56
4543A,94
4543 ,45
4539 ,72
4536A,298
4536 ,16
4534 ,27
4533 ,45
4532 ,10
4531 ,30
4529 ,38
4528 ,32
4527 ,54
4526A,26
4526 ,34
4511H,358
4511G,74
4511F,52
4511E,2
4511D,220
4511C,134
4511B,142
4511A,146
4511 ,64
4510 ,84
4507 ,65
4502A,64
4502 ,125
4493 ,146
4492 ,6
4491 ,7
4490 ,3
4489 ,5
4488 ,6
4487 ,7
4486 ,9
4485 ,9
4484 ,7
4483 ,10
4482 ,8
4481 ,10
4480 ,12
4479 ,8
4478A,54
4478 ,10
4477 ,8
4476 ,8
4475 ,9
4474 ,16
4473 ,11
4472 ,12
4471 ,18
4470 ,11
4469 ,1
4464A,48
4464 ,12
4463 ,9
4462 ,10
4460 ,25
4459 ,22
4458 ,14
4457 ,16
4456 ,15
4455 ,40
4454 ,9
4453 ,38
4451 ,29
4450 ,28
4449 ,26
4446A,20
4446 ,11
4441B,50
4441A,52
4441 ,46
4429I,72
4429H,76
4429G,68
4429F,66
4429E,26
4429D,38
4429C,52
4429B,46
4429A,34
4429 ,20
4426C,44
4426B,22
4426A,100
4426 ,42
4421B,72
4421A,88
4421 ,88
4420 ,30
4419A,154
4419 ,22
4416A,2
4416 ,62
4400B,104
4400A,94
4400 ,31
4398 ,25
4397 ,28
4396 ,43
4395 ,30
4394 ,18
4388 ,102
4387 ,31
4386 ,23
4385 ,11
4384 ,20
4383 ,22
4382 ,13
4381 ,26
4374 ,20
4373 ,21
4372 ,20
4370 ,15
4369 ,16
4368 ,16
4367 ,45
4366 ,14
4365 ,18
4360B,360
4360A,96
4360 ,45
4359 ,17
4358 ,30
4357A,30
4357 ,1
4356 ,12
4355 ,13
4354 ,12
4353 ,25
4352 ,20
4351 ,18
4350 ,17
4349 ,13
4348 ,73
4343 ,74
4339 ,160
4331 ,118
4330 ,1
4325 ,192
4324 ,221
4323 ,4
4322 ,13
4319A,46
4319 ,29
4318 ,70
4317 ,12
4316 ,18
4315 ,12
4314 ,11
4313 ,20
4312A,92
4312 ,28
4306B,68
4306A,192
4306 ,18
4299 ,91
4293 ,327
4292 ,142
4286A,57
4285 ,12
4284 ,7
4283 ,23
4282 ,3
4276C,46
4276B,46
4276A,36
4275 ,20
4274 ,18
4273 ,11
4272 ,12
4271 ,12
4268 ,12
4267 ,25
4265 ,23
4264 ,3
4258 ,4
4257 ,173
4256 ,180
4252 ,5
4251 ,117
4250 ,79
4249 ,16
4235A,8
4235 ,12
4232 ,293
4218R,38
4218Q,36
4218P,110
4218O,24
4218N,34
4218M,68
4218J,228
4218H,50
4218G,56
4218F,108
4218E,82
4218D,100
4218C,138
4218B,30
4218A,62
4218 ,79
4215A,52
4215 ,8
4205 ,93
4204 ,69
4203 ,239
4200 ,13
4199 ,10
4198D,72
4198C,70
4198B,66
4198A,44
4198 ,45
4197 ,2
4193 ,14
4192 ,8
4191 ,10
4190B,106
4190A,128
4190 ,50
4188D,108
4188C,124
4188B,150
4188A,86
4188 ,37
4186 ,25
4184 ,8
4182 ,23
4181 ,1
4180 ,11
4179S,628
4179R,248
4179P,258
4179N,142
4179M,86
4179L,110
4179K,372
4179H,104
4179G,408
4179F,124
4179E,320
4179D,386
4179C,338
4179B,170
4179A,74
4179 ,16
4178L,2
4178K,134
4178J,88
4178I,132
4178H,132
4178G,76
4178F,132
4178E,148
4178D,78
4178C,80
4178B,68
4178A,117
0550 ,1
8393J,91
3732 ,1
5197 ,84
0310 ,1
3398 ,1
1825 ,2
1024 ,2
1815 ,5
6466 ,45
4281 ,89
6570 ,280
