block,count
3986H,103
3988,29
3989,26
3990,24
3991,43
3991A,36
3992,35
3993,27
3994,25
3995,25
4000,44
4001,47
4002,42
4003,43
4004,43
4005,59
4006,51
4007,39
4008,22
4010A,2
4010B,29
4010C,34
4010D,29
4010E,42
4010F,15
4010G,33
4010H,18
4010I,44
4010J,15
4010K,13
4010L,43
4010M,14
4010N,36
4010P,13
4010Q,33
4011,3
4011A,31
4011B,70
4012,58
4012A,46
4013A,39
4013B,33
4017,48
4018,46
4019,42
4020,48
4021A,5
4021B,39
4021C,91
4022,38
4024,61
4028,7
4028A,27
4029,24
4030,9
4031,1
4032,2
4039,37
4041,53
4041A,58
4044,49
4045,16
4046,36
4047,4
4048,73
4048A,69
4049B,15
4049C,38
4050B,29
4050E,71
4051,17
4051A,30
4051B,40
4052,9
4053,85
4056,59
4056A,77
4057,54
4057A,72
4058,55
4058A,74
4059,52
4059A,59
4059B,30
4059C,44
4061,40
4062,35
4063,36
4066,24
4066A,7
4068,3
4070A,103
4071,72
4072,35
4072A,59
4074,26
4074A,65
4074B,72
4074C,23
4075,20
4076,17
4076A,15
4078,7
4079,51
4080,52
4082,15
4086,6
4088,10
4091,9
4092,72
4093,21
4094,42
4095,41
4096,45
4097,42
4098,60
4099,28
4100,16
4106,11
4108,78
4109,38
4110,25
4111,19
4114A,121
4114B,51
4114C,55
4114D,5
4114E,49
4114F,53
4114G,55
4114H,81
4114I,117
4120,78
4123,73
4123A,86
4127,58
4128,74
4129,59
4130,45
4131,53
4132,67
4133,34
4137,130
4138,46
4139,71
4139A,39
4139B,6
4141,28
4142,39
4143,47
4144,44
4145,31
4146,48
4147,12
4148,10
4149,92
4149A,42
4149B,103
4149C,83
4149D,69
4149G,72
4149H,45
4149J,46
4149K,64
4150,91
4151,92
4152,2
4153,86
4154,78
4155,65
4156,43
4156A,9
4157,30
4158,59
4159,6
4163,19
4163A,53
4163B,35
4164,22
4164A,88
4164B,70
4165,89
4166,61
4166A,34
4166B,29
4166C,48
4167,63
4168,83
4169,80
4171,175
4175,54
4175A,7
4177,30
4178,62
4179,16
4180,11
4181,1
4182,23
4184,8
4186,25
4188,37
4190,50
4191,10
4192,8
4193,14
4197,2
4198,45
4199,10
4200,13
4203,240
4204,69
4205,93
4215,8
4218,79
4232,293
4235,12
4249,16
4250,79
4251,117
4252,5
4256,180
4257,173
4258,4
4264,3
4265,23
4267,25
4268,12
4271,12
4272,12
4273,11
4274,19
4275,20
4281,88
4282,3
4283,23
4284,7
4285,12
4292,142
4293,328
4299,63
4306,18
4312,28
4313,20
4314,11
4315,12
4316,18
4317,12
4318,70
4319,29
4322,13
4323,4
4324,221
4325,192
4330,1
4331,117
4339,160
4343,74
4348,73
4349,13
4350,17
4351,18
4352,20
4353,25
4354,12
4355,13
4356,12
4357,1
4358,30
4359,17
4360,45
4365,18
4366,14
4367,45
4368,16
4369,16
4370,15
4372,20
4373,21
4374,20
4381,26
4382,13
4383,22
4384,20
4385,11
4386,23
4387,31
4388,102
4394,18
4395,30
4396,43
4397,28
4398,25
4400,31
4416,62
4419,22
4420,30
4421,88
4426,42
4429,20
4441,46
4446,11
4449,26
4450,28
4451,29
4453,38
4454,9
4455,40
4456,15
4457,16
4458,14
4459,22
4460,25
4462,10
4463,9
4464,12
4469,1
4470,11
4471,18
4472,12
4473,11
4474,16
4475,9
4476,8
4477,8
4478,10
4479,8
4480,12
4481,10
4482,8
4483,10
4484,7
4485,9
4486,9
4487,7
4488,6
4489,5
4490,3
4491,7
4492,6
4493,146
4502,125
4507,65
4510,84
4511,64
4526,34
4527,54
4528,32
4529,38
4531,30
4532,10
4533,45
4534,27
4536,16
4539,73
4543,45
4544,21
4550,45
4551,21
4552,136
4553,33
4554,6
4555,10
4556,3
4570,14
4571,7
4572,52
4573,49
4574,58
4575,38
4576,45
4577,43
4578,36
4579,37
4580,38
4581,61
4582,19
4583,25
4584,23
4585,22
4586,48
4587,83
4588,33
4589,36
4590,43
4591,12
4592,39
4593,53
4594,46
4595,52
4596,49
4600,42
4601,21
4602,89
4603,40
4604,35
4605,57
4606,57
4607,55
4608,76
4609,95
4612,31
4613,53
4614,32
4615,35
4616,139
4620,119
4621,49
4622,62
4623,66
4624,53
4626,29
4629,29
4652,2
4656,10
4660,8
4667,32
4673,52
4675,18
4684,30
4685,41
4688,27
4690,26
4691,50
4694,21
4695,20
4696,37
4697,7
4698,11
4699,8
4700,4
4701,24
4702,12
4703,12
4704,22
4705,9
4706,19
4724,13
4732,4
4733,1
4736,13
4742,35
4744,108
4747,139
4756,5
4757,3
4758,5
4759,257
4760,5
4778,32
4790,128
4791,42
4792,27
4793,46
4797,33
4798,125
4801,21
4802,12
4803,9
4804,36
4806,28
4807,1
4808,23
4809,5
4810,24
4811,78
4812,82
4820,24
4836,15
4843,17
4854,44
4867,16
4868,3
4890,27
4891,20
4892,63
4893,50
4894,8
4895,18
4896,42
4897,10
4898,15
4899,14
4900,21
4906,23
4907,15
4908,234
4909,7
4911,14
4912,89
4913,15
4914,14
4915,14
4916,33
4917,68
4918,11
4919,8
4920,27
4921,30
4922,20
4923,19
4924,19
4925,12
4926,10
4927,15
4928,17
4929,12
4930,16
4931,9
4932,16
4933,11
4934,3
4935,8
4936,19
4937,17
4938,17
4939,17
4940,17
4941,16
4942,13
4943,17
4944,14
4945,17
4946,62
4947,79
4948,6
4949,8
4952,31
4953,31
4960,18
4962,10
4963,9
4964,15
4965,14
4970,8
4971,16
4972,13
4973,29
4975,53
4976,55
4979,112
4983,46
4989,23
4991,28
4992,23
4999,26
5000,19
5001,13
5002,18
5003,31
5004,33
5005,25
5006,18
5007,23
5008,22
5009,19
5010,48
5011,26
5012,17
5014,25
5015,23
5016,21
5017,35
5018,18
5019,13
5020,22
5021,58
5022,35
5024,26
5026,22
5027,21
5028,196
5029,205
5050,22
5053,64
5069,33
5070,22
5071,12
5072,12
5073,13
5074,16
5075,8
5076,4
5080,47
5081,20
5082,15
5083,17
5084,20
5086,36
5088,28
5089,32
5090,45
5093,73
5099,20
5121,24
5122,47
5123,10
5124,23
5125,23
5126,56
5127,11
5128,96
5129,32
5130,18
5131,13
5132,15
5133,24
5134,23
5135,9
5136,48
5137,19
5138,107
5140,1
5141,111
5142,101
5146,19
5147,13
5148,22
5149,37
5150,31
5151,15
5152,38
5158,70
5162,23
5163,29
5164,24
5165,132
5170,22
5171,22
5172,21
5173,134
5177,23
5178,24
5179,22
5180,69
5181,37
5182,38
5183,130
5188,24
5190,39
5191,23
5192,29
5197,86
5198,73
5200,150
5202,19
5203,14
5204,42
5205,24
5206,6
5207,11
5208,9
5210,3
5211,53
5212,53
5213,60
5214,37
5215,25
5216,121
5217,52
5237,674
5247,2
5256,11
5260,36
5261,89
5263,110
5266,150
5267,49
5288,173
5325,129
5326,34
5333,36
5334,21
5335,7
5337,16
5338,17
5339,26
5340,11
5341,55
5342,23
5343,18
5344,10
5345,15
5346,35
5347,36
5348,32
5349,23
5351,17
5352,13
5353,13
5354,13
5355,13
5356,7
5357,16
5359,30
5360,14
5361,28
5362,32
5363,26
5364,19
5365,16
5366,78
5367,16
5368,18
5369,26
5370,22
5382,21
5383,27
5384,27
5385,20
5386,26
5387,982
5389,17
5390,32
5391,25
5393,44
5394,20
5395,18
5396,23
5398,14
5399,20
5402,31
5403,22
5404,12
5405,63
5406,22
5407,11
5408,6
5409,11
5410,15
5411,14
5412,17
5413,23
5414,62
5415,61
5416,34
5417,39
5418,37
5419,19
5420,17
5421,20
5422,32
5423,35
5424,34
5426,35
5427,21
5429,22
5431,11
5432,35
5433,32
5434,45
5435,31
5440,8
5441,1
5444,18
5445,19
5446,21
5447,16
5448,21
5451,25
5452,13
5460,123
5461,40
5463,27
5465,16
5466,32
5467,30
5468,24
5469,5
5470,37
5475,237
5476,32
5477,28
5478,14
5479,22
5480,28
5481,24
5482,42
5488,33
5489,52
5490,20
5492,70
5493,56
5494,47
5495,39
5496,7
5497,34
5498,60
5514,12
5534,43
5538,27
5539,17
5540,28
5541,32
5542,67
5545,71
5546,25
5547,59
5548,29
5551,94
5552,29
5555,407
5559,238
5570,6
5575,13
5576,11
5578,15
5579,12
5580,8
5581,16
5582,6
5583,12
5584,12
5585,13
5586,12
5588,11
5589,12
5590,14
5591,15
5594,14
5595,13
5596,14
5603,27
5609,43
5610,117
5612,38
5613,49
5614,56
5615,74
5616,21
5617,18
5618,20
5619,15
5620,14
5621,16
5622,30
5623,22
5624,16
5625,18
5627,55
5628,23
5629,19
5630,21
5631,20
5632,18
5634,17
5635,4
5636,12
5637,19
5638,24
5641,16
5642,30
5643,32
5646,28
5649,19
5650,37
5656,35
5658,35
5659,56
5660,17
5661,23
5662,25
5664,32
5668,34
5674,44
5679,28
5680,29
5681,37
5682,52
5683,16
5684,8
5685,14
5686,17
5687,19
5688,21
5689,35
5690,94
5691,72
5695,32
5704,23
5705,9
5706,11
5707,18
5708,19
5709,18
5710,33
5711,33
5713,39
5714,13
5715,14
5716,9
5717,38
5719,36
5720,11
5721,22
5722,27
5723,21
5724,122
5727,22
5728,6
5729,22
5730,35
5731,38
5732,35
5733,22
5744,17
5745,27
5746,10
5747,13
5748,24
5749,33
5750,74
5759,20
5760,43
5761,22
5762,30
5763,45
5764,28
5765,55
5766,50
5767,29
5770,10
5772,9
5773,32
5774,39
5779,22
5780,23
5781,28
5782,34
5783,89
5788,11
5789,6
5791,20
5792,18
5794,14
5795,26
5796,15
5797,67
5798,97
5804,124
5809,54
5810,70
5811,64
5812,13
5815,14
5816,14
5817,15
5818,61
5826,46
5827,42
5830,7
5831,9
5832,22
5841,39
5842,35
5843,27
5844,18
5845,14
5849,27
5850,24
5851,19
5852,20
5853,24
5854,20
5858,22
5864,80
5872,24
5883,16
5886,17
5887,13
5889,37
5890,8
5891,12
5892,19
5893,35
5894,1
5895,25
5896,19
5897,16
5898,31
5902,56
5906,79
5907,53
5908,55
5909,86
5910,14
5911,24
5912,17
5913,48
5915,64
5916,45
5917,38
5918,63
5919,76
5920,90
5921,88
5922,1
5923,44
5924,29
5926,51
5927,71
5928,63
5929,79
5930,68
5931,73
5933,88
5934,53
5935,17
5936,46
5937,72
5938,19
5939,20
5940,2
5942,57
5944,18
5945,5
5946,20
5947,13
5950,12
5951,16
5958,52
5959,19
5960,37
5963,17
5972,12
5973,29
5974,18
5985,78
5986,23
5987,26
5988,53
5989,42
5997,95
6000,53
6002,40
6003,61
6004,64
6005,103
6017,24
6018,25
6019,41
6042,43
6043,134
6044,72
6045,48
6046,23
6047,86
6048,255
6049,56
6050,74
6051,4
6055,101
6060,9
6063,9
6064,3
6065,10
6066,9
6067,6
6068,91
6069,290
6070,9
6071,12
6072,5
6073,5
6074,3
6075,9
6108,4
6109,105
6110,45
6111,76
6112,79
6113,97
6114,37
6115,92
6117,19
6118,35
6119,92
6120,109
6121,102
6122,54
6123,92
6124,116
6125,90
6126,50
6127,52
6128,44
6129,59
6130,59
6131,63
6132,79
6133,154
6134,2
6135,14
6140,10
6150,13
6151,14
6152,45
6153,41
6154,41
6155,19
6156,40
6157,41
6158,46
6159,78
6166,79
6167,19
6169,19
6172,20
6179,7
6180,16
6181,11
6182,15
6183,12
6184,2
6185,1
6186,1
6187,10
6188,10
6189,34
6190,5
6195,8
6199,20
6200,16
6201,5
6202,18
6220,30
6234,10
6235,13
6242,62
6254,3
6262,40
6263,28
6264,8
6265,60
6269,38
6270,53
6271,65
6272,68
6273,70
6274,48
6275,46
6276,160
6277,58
6278,51
6279,9
6280,11
6281,13
6282,18
6283,33
6284,28
6285,37
6286,55
6287,89
6288,61
6289,64
6290,46
6291,49
6292,51
6293,73
6294,55
6295,46
6296,47
6297,36
6298,26
6299,32
6300,58
6301,71
6302,43
6303,58
6304,35
6305,45
6306,1
6307,31
6308,1
6309,3
6310,3
6311,53
6312,49
6313,19
6314,42
6315,22
6316,1
6317,3
6318,19
6319,5
6320,3
6323,43
6324,48
6326,27
6328,48
6329,37
6330,35
6331,48
6332,19
6333,26
6339,53
6340,63
6341,52
6342,59
6343,51
6344,45
6345,46
6352,56
6353,132
6354,104
6356,66
6357,64
6358,64
6421,40
6422,36
6423,40
6424,48
6425,2
6426,16
6427,21
6428,2
6429,52
6430,31
6431,41
6432,1
6433,26
6434,37
6435,48
6436,42
6437,22
6439,44
6440,56
6441,51
6442,43
6443,44
6444,51
6445,52
6446,49
6447,21
6448,36
6449,45
6450,54
6451,20
6453,45
6454,53
6455,53
6456,52
6457,18
6458,3
6459,33
6460,45
6461,49
6462,63
6463,49
6464,30
6465,16
6466,21
6467,30
6469,42
6470,42
6471,34
6472,50
6473,30
6474,3
6476,38
6477,36
6478,45
6479,43
6480,41
6481,39
6482,40
6483,40
6484,31
6485,1
6486,7
6491,31
6492,15
6498,2
6499,1
6500,1
6505,4
6512,9
6514,2
6515,4
6516,4
6526,10
6543,2
6544,13
6550,22
6552,40
6553,37
6554,21
6556,48
6557,48
6558,44
6570,100
6571,44
6572,40
6573,40
6574,39
6577,2
6587,8
6628,32
6629,18
6643,30
6644,20
6649,21
6650,33
6694,54
6699,14
6703,28
6719,21
6721,18
6722,59
6726,24
6727,31
6728,5
6729,35
6730,30
6731,12
6732,125
6735,55
6738,27
6739,42
6740,47
6741,23
6742,44
6743,37
6744,32
6745,31
6748,5
6749,25
6750,44
6759,155
6763,37
6764,37
6765,33
6766,26
6770,78
6794,7
6795,6
6796,32
6798,22
6799,28
6804,18
6805,19
6806,12
6807,7
6808,8
6809,3
6810,6
6811,20
6812,42
6813,59
6820,15
6825,71
6826,152
6828,2
6830,12
6840,2
6850,27
6855,75
6871,10
6874,5
6915,5
6916,15
6918,11
6919,9
6920,10
6921,9
6922,5
6923,9
6925,20
6977,5
6978,16
6980,12
6984,31
6986,32
6987,52
6990,8
6991,26
6992,37
6993,43
6994,68
6995,3
6997,9
6999,1
7000,18
7001,38
7002,2
7003,2
7004,10
7005,35
7006,6
7027,13
7037,16
7039,5
7040,35
7041,13
7042,1
7043,1
7053,1
7055,20
7056,37
7057,38
7058,1
7059,17
7065,39
7066,37
7067,32
7068,1
7075,65
7076,55
7077,61
7080,23
7081,31
7082,5
7083,70
7084,44
7085,23
7086,36
7087,38
7088,30
7089,24
7090,45
7091,30
7092,26
7093,40
7094,56
7095,87
7096,59
7097,29
7098,28
7099,21
7100,23
7101,8
7102,32
7103,32
7105,47
7106,29
7107,20
7108,16
7109,16
7110,16
7111,10
7116,54
7117,17
7118,36
7119,66
7120,3
7121,18
7122,16
7123,18
7124,2
7126,8
7127,5
7128,22
7129,30
7130,18
7131,37
7132,26
7133,43
7134,34
7135,58
7136,63
7137,16
7138,96
7139,72
7140,1
7141,6
7142,1
7143,23
7165,21
7173,15
7177,12
7179,13
7182,6
7183,39
7184,37
7185,27
7186,17
7187,30
7188,11
7189,11
7190,53
7191,49
7192,29
7195,3
7196,37
7200,88
7201,25
7202,39
7203,34
7204,30
7220,1
7223,21
7224,2
7225,45
7226,29
7227,14
7228,61
7229,63
7230,16
7231,156
7245,78
7257,118
7258,48
7259,79
7260,47
7261,35
7262,34
7263,41
7264,34
7265,4
7266,8
7267,30
7268,14
7269,51
7270,1
7271,43
7272,14
7273,13
7274,46
7300,14
7323,2
7350,2
7360,20
7361,25
7362,37
7363,41
7364,31
7366,3
7368,6
7369,6
7370,2
7373,6
7377,1
7378,21
7380,18
7381,18
7384,7
7385,30
7418,4
7427,16
7435,3
7437,25
7439,12
7441,31
7443,17
7445,116
7446,67
7447,24
7449,31
7451,33
7461,1
7462,1
7463,40
7470,20
7471,29
7472,33
7473,73
7474,48
7475,19
7476,54
7477,47
7478,38
7479,35
7480,22
7481,13
7482,8
7483,38
7489,17
7490,19
7491,25
7492,10
7515,3
7516,5
7517,2
7518,1
7519,6
7521,4
7522,8
7525,9
7526,37
7530,19
7531,11
7566,16
7567,35
7610,16
7611,4
7612,11
7613,68
7614,32
7615,25
7616,43
7617,57
7618,30
7619,37
7620,65
7621,6
7622,1
7623,13
7624,30
7625,49
7628,24
7643,101
7644,88
7645,40
7646,71
7647,6
7649,27
7651,19
7652,1
7653,47
7654,7
7695,10
7696,9
7698,8
7702,2
7703,16
7704,15
7726,1
7727,17
7737,7
7738,11
7755,227
7756,16
7757,15
7758,13
7759,12
7761,29
7762,17
7763,13
7765,9
7772,168
7774,6
7779,32
7796,62
7798,16
7799,5
7800,19
7801,32
7802,16
7803,39
7804,27
7805,20
7822,17
7834,17
7835,22
7836,10
7837,13
7838,30
7839,9
7840,35
7841,86
7863,148
7865,25
7866,10
7872,1
7874,16
7876,11
7880,9
7881,5
7882,10
7883,8
7885,19
7887,1
7892,15
7897,24
7898,15
7900,81
7952,15
7955,12
7957,11
7958,115
7981,1
7983,11
7984,14
7987,39
7988,20
7991,21
7992,1
7993,17
8017,23
8018,21
8019,17
8021,43
8023,50
8024,17
8025,14
8026,25
8028,25
8030,27
8032,29
8033,19
8034,30
8035,39
8036,22
8037,23
8038,17
8091,281
8102,35
8124,13
8125,23
8127,14
8138,79
8139,101
8140,64
8141,60
8142,142
8143,55
8144,93
8145,98
8146,77
8149,68
8181,6
8182,6
8185,13
8186,21
8187,13
8188,40
8190,134
8196,8
8197,8
8198,10
8199,24
8200,24
8201,14
8207,20
8208,22
8209,20
8210,21
8211,5
8212,53
8218,11
8219,20
8220,19
8221,14
8222,24
8223,7
8225,19
8227,12
8229,19
8230,22
8231,13
8234,23
8235,29
8237,22
8238,35
8239,14
8241,21
8242,55
8243,63
8245,26
8246,24
8247,20
8248,14
8251,12
8252,21
8253,32
8254,24
8255,38
8257,22
8262,27
8264,31
8265,21
8266,34
8267,26
8268,44
8270,33
8272,16
8273,20
8274,25
8275,26
8279,28
8280,22
8281,29
8282,20
8284,12
8285,14
8286,70
8290,15
8291,5
8292,33
8293,35
8294,13
8295,13
8296,7
8297,10
8298,13
8299,1
8300,39
8301,14
8302,15
8303,13
8305,22
8306,21
8307,21
8308,19
8309,23
8310,26
8311,30
8312,24
8313,23
8314,12
8315,12
8316,26
8317,8
8318,12
8319,11
8320,12
8321,12
8322,18
8323,17
8326,5
8328,16
8329,19
8330,20
8331,19
8333,21
8334,17
8335,15
8336,12
8338,8
8339,2
8340,11
8342,28
8345,43
8346,26
8348,22
8349,23
8350,29
8352,33
8355,16
8357,16
8358,28
8359,25
8360,50
8361,32
8363,28
8367,33
8373,20
8377,16
8378,12
8379,25
8393,10
8415,76
8419,30
8420,20
8421,19
8422,27
8424,6
8429,9
8434,2
8455,3
8468,10
8469,15
8470,9
8471,16
8472,13
1885 ,7
8478,3
8480,2
1564 ,26
0509 ,1
1586 ,3
8486,7
1846 ,3
2024 ,61
8491,1
0779 ,16
1744 ,8
1257 ,1
3805 ,1
1142B,46
0366 ,1
1808 ,1
1404 ,1
1381 ,1
3949A,40
6722 ,29
6721 ,18
6719 ,21
6703 ,28
6699 ,14
6694E,232
6694D,74
6694C,80
6694B,46
6694A,64
6694 ,53
6650 ,33
6649 ,21
6644 ,20
6643 ,30
6629D,60
6629C,186
6629B,74
6629A,74
6629 ,18
6628 ,32
6607P,6
6607N,4
6607K,38
6607G,2
6607F,8
6587B,14
6587A,22
6587 ,8
6577 ,2
6574 ,39
6573 ,40
6572 ,40
6571 ,44
6570C,292
6558 ,44
6557 ,48
6556A,48
6556 ,48
6554 ,21
6553 ,37
6552 ,40
6550A,84
6550 ,22
6544 ,13
6543C,10
6543B,2
6543A,10
6543 ,2
6526 ,10
6516A,20
6516 ,4
6515 ,3
6514 ,2
6512 ,9
6505 ,3
6500 ,1
6499 ,1
6498A,14
6498 ,2
6492 ,15
6491 ,31
6486 ,7
6485 ,1
6484 ,31
6483 ,40
6482 ,40
6481 ,39
6480 ,41
6479 ,43
6478 ,45
6477 ,36
6476 ,38
6474 ,3
6473 ,30
6472 ,50
6471 ,34
6470 ,42
6469 ,42
6467 ,30
6465 ,16
6464 ,30
6463 ,49
6462 ,63
6461 ,49
6460 ,45
6459 ,33
6458 ,3
6457 ,18
6456 ,52
6455 ,53
6454 ,53
6453 ,45
6451 ,20
6450 ,54
6449 ,45
6448 ,36
6447 ,21
6446 ,49
6445 ,52
6444 ,51
6443 ,44
6442 ,43
6441 ,51
6440 ,56
6439A,84
6439 ,44
6437 ,22
6436 ,42
6435 ,48
6434 ,37
6433 ,26
6432 ,1
6431 ,41
6430 ,31
6429 ,52
6428A,2
6428 ,2
6427 ,21
6426 ,16
6425A,40
6425 ,2
6424 ,48
6423 ,40
6422 ,36
6421 ,40
6358 ,64
6357 ,64
6356 ,66
6354 ,104
6353 ,132
6352 ,56
6345D,32
6345C,80
6345B,82
6345A,98
6345 ,46
6344E,90
6344D,94
6344C,100
6344B,118
6344A,130
6344 ,45
6343 ,51
6342 ,59
6341 ,52
6340 ,63
6339 ,53
6333 ,26
6332 ,19
6331 ,48
6330 ,35
6329 ,37
6328 ,48
6326 ,27
6324 ,48
6323 ,43
6320E,46
6320A,2
6320 ,3
6319B,6
6319A,8
6319 ,5
6318C,6
6318B,6
6318 ,19
6317 ,3
6316 ,1
6315B,86
6315A,66
6315 ,22
6314 ,42
6313A,84
6313 ,19
6312 ,49
6311 ,53
6310 ,3
6309 ,3
6308 ,1
6307 ,31
6306 ,1
6305 ,45
6304 ,35
6303 ,58
6302 ,43
6301 ,71
6300 ,58
6299B,128
6299A,76
6299 ,32
6298 ,26
6297 ,36
6296 ,47
6295 ,46
6294 ,55
6293 ,73
6292 ,51
6291 ,49
6290 ,46
6289 ,64
6288 ,61
6287 ,89
6286 ,55
6285 ,37
6284 ,28
6283 ,33
6282 ,18
6281 ,13
6280 ,11
6279 ,9
6278 ,51
6277A,140
6277 ,58
6276 ,160
6275 ,46
6274 ,48
6273 ,70
6272 ,68
6271 ,65
6270 ,53
6269C,4
6269B,82
6269A,76
6269 ,38
6265A,108
6265 ,60
6264A,10
6264 ,8
6263 ,28
6262 ,40
6254D,44
6254C,64
6254B,10
6254A,6
6254 ,3
6242E,72
6242D,38
6242C,36
6242 ,62
6235B,16
6235A,42
6235 ,13
6234 ,10
6220 ,32
6202 ,18
6201 ,5
6200 ,16
6199 ,20
6195 ,8
6189 ,34
6188 ,10
6187 ,10
6186 ,1
6185 ,1
6184 ,2
6183 ,12
6182 ,17
6181 ,11
6180 ,16
6179 ,7
6172A,10
6169 ,19
6167 ,19
6166 ,79
6159A,104
6159 ,77
6158A,80
6158 ,46
6157 ,41
6156 ,40
6155 ,19
6154 ,41
6153 ,41
6152 ,45
6151 ,14
6150A,32
6150 ,13
6140 ,10
6135B,478
6135A,40
6135 ,14
6134A,8
6134 ,2
6133 ,154
6132 ,79
6131 ,63
6130 ,59
6129 ,59
6128 ,44
6127 ,52
6126 ,50
6125 ,90
6124 ,116
6123 ,92
6122 ,54
6121 ,102
6120 ,109
6119 ,92
6118 ,35
6117 ,19
6115 ,92
6114 ,37
6113 ,97
6112 ,79
6111 ,76
6110 ,45
6109 ,105
6108D,16
6108C,18
6108B,8
6108A,14
6108 ,4
6075 ,9
6074 ,3
6073 ,5
6072R,68
6072P,24
6072N,88
6072L,104
6072K,128
6072J,18
6072H,146
6072G,244
6072F,94
6072E,164
6072D,110
6072C,106
6072B,92
6072A,154
6072 ,5
6071 ,12
6070 ,9
6069 ,290
6068 ,91
6067 ,6
6066 ,9
6065 ,10
6064 ,3
6063 ,9
6060 ,9
6055 ,101
6051 ,4
6050 ,74
6049 ,56
6048 ,255
6047 ,86
6046 ,23
6045 ,48
6044 ,72
6043 ,134
6042Q,10
6042P,438
6042O,154
6042N,72
6042K,106
6042J,346
6042C,4
6042B,260
6042A,192
6042 ,43
6019P,160
6019O,28
6019J,48
6019F,30
6019E,40
6019D,42
6019C,22
6019B,104
6019A,62
6019 ,41
6018 ,25
6017 ,24
6005C,124
6005B,94
6005A,28
6005 ,103
6004 ,64
6003 ,61
6002 ,40
6000 ,53
5997 ,95
5989A,58
5989 ,42
5988 ,53
5987 ,26
5986 ,23
5985 ,78
5974 ,18
5973 ,29
5972 ,12
5963A,68
5963 ,17
5960A,40
5960 ,37
5959 ,19
5958 ,52
5953L,26
5953K,114
5953J,58
5953G,70
0633 ,1
1633 ,1
1020 ,1
1023 ,1
8491 ,17
8490A,1
8490 ,9
8489 ,12
8488 ,12
8487 ,23
8486 ,26
8485 ,18
8393I,84
8300 ,39
8299 ,1
8298A,2
8298 ,13
8297 ,10
8296 ,7
8295 ,13
8294A,30
8294 ,13
8293 ,35
8393H,48
8393G,170
8393C,2
8393B,8
8393 ,10
8379 ,25
8378 ,12
8377 ,16
8373D,24
8253 ,32
8252 ,21
8251 ,12
8248A,70
8248 ,14
8247 ,20
8246 ,24
8292 ,33
8291 ,5
8290 ,15
8286D,6
8286C,58
8286B,22
8286 ,70
8285 ,14
8284 ,12
8282 ,20
8212 ,53
8211A,26
8211 ,5
8210 ,21
8209 ,20
8208 ,22
8207A,10
8207 ,20
8201A,2
8201 ,14
8144 ,93
8143 ,55
8373C,62
8373B,4
8373A,22
8373 ,20
8367 ,33
8363A,48
8363 ,28
8361 ,32
8360 ,50
8359 ,25
8358 ,28
8357 ,16
8355A,28
8355 ,16
8352 ,33
8350 ,29
8139E,76
8139D,96
8139C,14
8139B,8
8102H,8
8102G,66
8102F,46
8102E,48
8102D,94
8032 ,29
8030I,20
8030H,130
8030G,26
8030F,20
8030E,52
8349 ,23
8348 ,22
8346A,50
8346 ,26
8345 ,43
8342 ,28
8340A,16
8340 ,11
8339 ,2
8484 ,17
8483A,7
8483 ,6
8480C,19
8480B,1
8480A,12
8480 ,18
8478 ,18
8476 ,9
8474 ,2
8473 ,18
8472 ,15
8471 ,16
8470 ,9
8469 ,15
8468A,6
8468 ,10
8455 ,3
8338 ,8
8336A,44
8336 ,12
8335 ,15
8334 ,17
8333 ,21
8331 ,19
8330 ,20
8329 ,19
8328 ,16
8326 ,5
8281 ,29
8280 ,22
8279 ,28
8275 ,26
8274 ,25
8273 ,20
8272 ,16
8245 ,26
8243 ,63
8242 ,55
8241 ,21
8239A,32
8239 ,14
8200 ,24
8199 ,24
8198 ,10
8197 ,8
8196 ,8
8190A,48
8142 ,142
8141 ,60
8139 ,101
8138 ,79
8102C,98
8102B,84
8102A,94
8102 ,35
8030D,50
8030B,252
8030A,50
8030 ,27
7993C,156
7993B,138
7987 ,39
7984 ,14
7983 ,11
7981 ,1
7958 ,115
7900C,60
7900B,2
7900A,52
7841M,4
7841 ,86
7800 ,19
7799 ,5
7798 ,16
7796 ,62
7779 ,32
7774A,28
7774 ,6
7738 ,11
7737 ,7
7727 ,17
7726 ,1
7704 ,15
7654 ,7
7653D,36
7653C,56
7644 ,88
7615 ,25
7614 ,32
7613 ,68
7612N,18
7612M,2
7612L,6
7612K,8
7481B,18
7481A,16
7481 ,13
7480 ,22
7479 ,35
7478A,2
7478 ,38
7477 ,47
7470N,8
7470M,10
7470L,12
7470K,96
7470J,34
7470 ,20
7463 ,40
7462 ,1
7461 ,1
7451 ,33
7449 ,31
7419D,68
7419C,46
7419B,8
7419A,6
7418B,4
7418A,4
7418 ,4
7386H,16
7386G,6
7386E,2
7386D,4
7386B,4
7386A,4
7385 ,30
7384 ,7
7381 ,18
7380 ,18
7378 ,21
7377 ,1
7270 ,1
7269 ,51
7268 ,14
7267 ,30
7266 ,8
7265 ,4
7264 ,34
7245B,72
7245A,114
7224 ,2
7223 ,21
7220 ,1
7204 ,30
7203 ,34
7202 ,39
7201 ,25
7183 ,39
7182 ,6
7179 ,13
7177 ,12
7173A,30
7173 ,15
7134 ,34
7133 ,43
7132 ,26
7131 ,37
7130 ,18
7105 ,47
7103 ,32
7102 ,32
7101 ,8
7100 ,23
7099 ,21
7094 ,56
7093 ,40
7092 ,26
7091 ,30
7076 ,55
7075 ,65
7068B,160
